1	Mount	B-MOUNTAIN
1	Taranaki	I-MOUNTAIN
1	is	O
1	often	O
1	covered	O
1	in	O
1	snow	O
1	year-round	O
2	The	O
2	summit	O
2	of	O
2	Mont	B-MOUNTAIN
2	Collon	I-MOUNTAIN
2	attracts	O
2	many	O
2	climbers	O
2	each	O
2	year	O
3	Climbing	O
3	Mount	B-MOUNTAIN
3	Kosciuszko	I-MOUNTAIN
3	is	O
3	a	O
3	challenge	O
3	even	O
3	for	O
3	experienced	O
3	mountaineers	O
4	Standing	O
4	tall,	O
4	Makalu	B-MOUNTAIN
4	is	O
4	admired	O
4	for	O
4	its	O
4	natural	O
4	beauty	O
5	Reaching	O
5	the	O
5	summit	O
5	of	O
5	Mulhacen	B-MOUNTAIN
5	can	O
5	take	O
5	several	O
5	days	O
6	Mount	B-MOUNTAIN
6	Ruapehu	I-MOUNTAIN
6	is	O
6	considered	O
6	the	O
6	tallest	O
6	mountain	O
6	in	O
6	its	O
6	continent	O
7	Standing	O
7	tall,	O
7	Mount	B-MOUNTAIN
7	Giluwe	I-MOUNTAIN
7	is	O
7	admired	O
7	for	O
7	its	O
7	natural	O
7	beauty	O
8	Pico	B-MOUNTAIN
8	de	I-MOUNTAIN
8	Orizaba	I-MOUNTAIN
8	is	O
8	a	O
8	major	O
8	destination	O
8	for	O
8	adventurers	O
9	Climbing	O
9	Mount	B-MOUNTAIN
9	Daisetsu	I-MOUNTAIN
9	is	O
9	a	O
9	challenge	O
9	even	O
9	for	O
9	experienced	O
9	mountaineers	O
10	Atlas	B-MOUNTAIN
10	Mountains	I-MOUNTAIN
10	is	O
10	considered	O
10	the	O
10	tallest	O
10	mountain	O
10	in	O
10	its	O
10	continent	O
11	The	O
11	dramatic	O
11	landscape	O
11	of	O
11	Pico	B-MOUNTAIN
11	Bolivar	I-MOUNTAIN
11	draws	O
11	visitors	O
11	from	O
11	around	O
11	the	O
11	world	O
12	Jebel	B-MOUNTAIN
12	Toubkal	I-MOUNTAIN
12	has	O
12	long	O
12	been	O
12	a	O
12	symbol	O
12	of	O
12	adventure	O
12	and	O
12	exploration	O
13	Mount	B-MOUNTAIN
13	Giluwe	I-MOUNTAIN
13	has	O
13	a	O
13	unique	O
13	ecosystem	O
13	due	O
13	to	O
13	its	O
13	altitude	O
14	Local	O
14	legends	O
14	surround	O
14	the	O
14	history	O
14	of	O
14	Mount	B-MOUNTAIN
14	Kosciuszko	I-MOUNTAIN
15	The	O
15	summit	O
15	of	O
15	Zugspitze	B-MOUNTAIN
15	attracts	O
15	many	O
15	climbers	O
15	each	O
15	year	O
16	The	O
16	glaciers	O
16	around	O
16	Mount	B-MOUNTAIN
16	Haku	I-MOUNTAIN
16	are	O
16	slowly	O
16	retreating	O
17	The	O
17	base	O
17	of	O
17	Aconcagua	B-MOUNTAIN
17	stretches	O
17	across	O
17	several	O
17	regions	O
18	Mont	B-MOUNTAIN
18	Maudit	I-MOUNTAIN
18	is	O
18	the	O
18	highest	O
18	mountain	O
18	in	O
18	the	O
18	world	O
19	Mount	B-MOUNTAIN
19	Ararat	I-MOUNTAIN
19	is	O
19	a	O
19	major	O
19	destination	O
19	for	O
19	adventurers	O
20	Standing	O
20	tall,	O
20	Nanga	B-MOUNTAIN
20	Parbat	I-MOUNTAIN
20	is	O
20	admired	O
20	for	O
20	its	O
20	natural	O
20	beauty	O
21	Many	O
21	expeditions	O
21	have	O
21	been	O
21	made	O
21	to	O
21	scale	O
21	Vinson	B-MOUNTAIN
21	Massif	I-MOUNTAIN
22	Standing	O
22	tall,	O
22	Mont	B-MOUNTAIN
22	Maudit	I-MOUNTAIN
22	is	O
22	admired	O
22	for	O
22	its	O
22	natural	O
22	beauty	O
23	Many	O
23	expeditions	O
23	have	O
23	been	O
23	made	O
23	to	O
23	scale	O
23	Stromboli	B-MOUNTAIN
24	Mount	B-MOUNTAIN
24	Aoraki	I-MOUNTAIN
24	is	O
24	the	O
24	highest	O
24	mountain	O
24	in	O
24	the	O
24	world	O
25	Reaching	O
25	the	O
25	summit	O
25	of	O
25	Mount	B-MOUNTAIN
25	Taranaki	I-MOUNTAIN
25	can	O
25	take	O
25	several	O
25	days	O
26	The	O
26	dramatic	O
26	landscape	O
26	of	O
26	Mount	B-MOUNTAIN
26	Triglav	I-MOUNTAIN
26	draws	O
26	visitors	O
26	from	O
26	around	O
26	the	O
26	world	O
27	Liskamm	B-MOUNTAIN
27	is	O
27	a	O
27	popular	O
27	spot	O
27	for	O
27	trekking	O
27	and	O
27	hiking	O
28	K2	B-MOUNTAIN
28	challenges	O
28	climbers	O
28	with	O
28	its	O
28	unpredictable	O
28	weather	O
29	The	O
29	dramatic	O
29	landscape	O
29	of	O
29	Mount	B-MOUNTAIN
29	Fuji	I-MOUNTAIN
29	draws	O
29	visitors	O
29	from	O
29	around	O
29	the	O
29	world	O
30	The	O
30	rugged	O
30	terrain	O
30	of	O
30	Mount	B-MOUNTAIN
30	Shasta	I-MOUNTAIN
30	makes	O
30	it	O
30	difficult	O
30	to	O
30	ascend	O
31	Local	O
31	legends	O
31	surround	O
31	the	O
31	history	O
31	of	O
31	Masherbrum	B-MOUNTAIN
32	Mont	B-MOUNTAIN
32	Maudit	I-MOUNTAIN
32	is	O
32	considered	O
32	the	O
32	tallest	O
32	mountain	O
32	in	O
32	its	O
32	continent	O
33	The	O
33	rugged	O
33	terrain	O
33	of	O
33	Chimborazo	B-MOUNTAIN
33	makes	O
33	it	O
33	difficult	O
33	to	O
33	ascend	O
34	Mount	B-MOUNTAIN
34	Baker	I-MOUNTAIN
34	is	O
34	often	O
34	covered	O
34	in	O
34	snow	O
34	year-round	O
35	The	O
35	dramatic	O
35	landscape	O
35	of	O
35	Mount	B-MOUNTAIN
35	Aso	I-MOUNTAIN
35	draws	O
35	visitors	O
35	from	O
35	around	O
35	the	O
35	world	O
36	Pico	B-MOUNTAIN
36	de	I-MOUNTAIN
36	Europa	I-MOUNTAIN
36	is	O
36	often	O
36	covered	O
36	in	O
36	snow	O
36	year-round	O
37	Many	O
37	expeditions	O
37	have	O
37	been	O
37	made	O
37	to	O
37	scale	O
37	Mount	B-MOUNTAIN
37	Aoraki	I-MOUNTAIN
38	Matterhorn	B-MOUNTAIN
38	is	O
38	a	O
38	popular	O
38	spot	O
38	for	O
38	trekking	O
38	and	O
38	hiking	O
39	Weisshorn	B-MOUNTAIN
39	is	O
39	a	O
39	popular	O
39	spot	O
39	for	O
39	trekking	O
39	and	O
39	hiking	O
40	The	O
40	steep	O
40	slopes	O
40	of	O
40	Mount	B-MOUNTAIN
40	Aoraki	I-MOUNTAIN
40	are	O
40	difficult	O
40	to	O
40	navigate	O
41	Climbing	O
41	Gasherbrum	B-MOUNTAIN
41	II	I-MOUNTAIN
41	is	O
41	a	O
41	challenge	O
41	even	O
41	for	O
41	experienced	O
41	mountaineers	O
42	Dufourspitze	B-MOUNTAIN
42	has	O
42	long	O
42	been	O
42	a	O
42	symbol	O
42	of	O
42	adventure	O
42	and	O
42	exploration	O
43	Shishapangma	B-MOUNTAIN
43	is	O
43	a	O
43	popular	O
43	spot	O
43	for	O
43	trekking	O
43	and	O
43	hiking	O
44	The	O
44	dramatic	O
44	landscape	O
44	of	O
44	Pico	B-MOUNTAIN
44	de	I-MOUNTAIN
44	Europa	I-MOUNTAIN
44	draws	O
44	visitors	O
44	from	O
44	around	O
44	the	O
44	world	O
45	Standing	O
45	tall,	O
45	K2	B-MOUNTAIN
45	is	O
45	admired	O
45	for	O
45	its	O
45	natural	O
45	beauty	O
46	Eiger	B-MOUNTAIN
46	is	O
46	a	O
46	popular	O
46	spot	O
46	for	O
46	trekking	O
46	and	O
46	hiking	O
47	Standing	O
47	tall,	O
47	Mount	B-MOUNTAIN
47	Aso	I-MOUNTAIN
47	is	O
47	admired	O
47	for	O
47	its	O
47	natural	O
47	beauty	O
48	Many	O
48	expeditions	O
48	have	O
48	been	O
48	made	O
48	to	O
48	scale	O
48	Mount	B-MOUNTAIN
48	Whitney	I-MOUNTAIN
49	The	O
49	base	O
49	of	O
49	Mount	B-MOUNTAIN
49	Giluwe	I-MOUNTAIN
49	stretches	O
49	across	O
49	several	O
49	regions	O
50	The	O
50	base	O
50	of	O
50	Saltoro	B-MOUNTAIN
50	Kangri	I-MOUNTAIN
50	stretches	O
50	across	O
50	several	O
50	regions	O
51	The	O
51	summit	O
51	of	O
51	Mount	B-MOUNTAIN
51	Elbrus	I-MOUNTAIN
51	attracts	O
51	many	O
51	climbers	O
51	each	O
51	year	O
52	Standing	O
52	tall,	O
52	Mount	B-MOUNTAIN
52	Whitney	I-MOUNTAIN
52	is	O
52	admired	O
52	for	O
52	its	O
52	natural	O
52	beauty	O
53	Reaching	O
53	the	O
53	summit	O
53	of	O
53	Mount	B-MOUNTAIN
53	Hood	I-MOUNTAIN
53	can	O
53	take	O
53	several	O
53	days	O
54	The	O
54	base	O
54	of	O
54	Dhaulagiri	B-MOUNTAIN
54	stretches	O
54	across	O
54	several	O
54	regions	O
55	Local	O
55	legends	O
55	surround	O
55	the	O
55	history	O
55	of	O
55	Mount	B-MOUNTAIN
55	Triglav	I-MOUNTAIN
56	Mulhacen	B-MOUNTAIN
56	has	O
56	long	O
56	been	O
56	a	O
56	symbol	O
56	of	O
56	adventure	O
56	and	O
56	exploration	O
57	Manaslu	B-MOUNTAIN
57	is	O
57	a	O
57	popular	O
57	spot	O
57	for	O
57	trekking	O
57	and	O
57	hiking	O
58	Jebel	B-MOUNTAIN
58	Musa	I-MOUNTAIN
58	is	O
58	a	O
58	popular	O
58	spot	O
58	for	O
58	trekking	O
58	and	O
58	hiking	O
59	Reaching	O
59	the	O
59	summit	O
59	of	O
59	Mount	B-MOUNTAIN
59	Baker	I-MOUNTAIN
59	can	O
59	take	O
59	several	O
59	days	O
60	Dhaulagiri	B-MOUNTAIN
60	is	O
60	considered	O
60	the	O
60	tallest	O
60	mountain	O
60	in	O
60	its	O
60	continent	O
61	Mount	B-MOUNTAIN
61	Rainer	I-MOUNTAIN
61	offers	O
61	breathtaking	O
61	views	O
61	from	O
61	its	O
61	peak	O
62	Local	O
62	legends	O
62	surround	O
62	the	O
62	history	O
62	of	O
62	Gasherbrum	B-MOUNTAIN
62	I	I-MOUNTAIN
63	Mount	B-MOUNTAIN
63	Toubkal	I-MOUNTAIN
63	has	O
63	a	O
63	unique	O
63	ecosystem	O
63	due	O
63	to	O
63	its	O
63	altitude	O
64	The	O
64	glaciers	O
64	around	O
64	Matterhorn	B-MOUNTAIN
64	are	O
64	slowly	O
64	retreating	O
65	Mount	B-MOUNTAIN
65	Kilimanjaro	I-MOUNTAIN
65	is	O
65	the	O
65	highest	O
65	mountain	O
65	in	O
65	the	O
65	world	O
66	The	O
66	summit	O
66	of	O
66	Mount	B-MOUNTAIN
66	Hotaka	I-MOUNTAIN
66	attracts	O
66	many	O
66	climbers	O
66	each	O
66	year	O
67	Local	O
67	legends	O
67	surround	O
67	the	O
67	history	O
67	of	O
67	Piz	B-MOUNTAIN
67	Bernina	I-MOUNTAIN
68	The	O
68	dramatic	O
68	landscape	O
68	of	O
68	Cho	B-MOUNTAIN
68	Oyu	I-MOUNTAIN
68	draws	O
68	visitors	O
68	from	O
68	around	O
68	the	O
68	world	O
69	The	O
69	steep	O
69	slopes	O
69	of	O
69	Mount	B-MOUNTAIN
69	Aso	I-MOUNTAIN
69	are	O
69	difficult	O
69	to	O
69	navigate	O
70	Reaching	O
70	the	O
70	summit	O
70	of	O
70	Mont	B-MOUNTAIN
70	Perdu	I-MOUNTAIN
70	can	O
70	take	O
70	several	O
70	days	O
71	The	O
71	glaciers	O
71	around	O
71	Popocatépetl	B-MOUNTAIN
71	are	O
71	slowly	O
71	retreating	O
72	Local	O
72	legends	O
72	surround	O
72	the	O
72	history	O
72	of	O
72	Mount	B-MOUNTAIN
72	Kosciuszko	I-MOUNTAIN
73	Mount	B-MOUNTAIN
73	Hotaka	I-MOUNTAIN
73	is	O
73	a	O
73	major	O
73	destination	O
73	for	O
73	adventurers	O
74	The	O
74	rugged	O
74	terrain	O
74	of	O
74	Piz	B-MOUNTAIN
74	Bernina	I-MOUNTAIN
74	makes	O
74	it	O
74	difficult	O
74	to	O
74	ascend	O
75	Jungfrau	B-MOUNTAIN
75	is	O
75	often	O
75	covered	O
75	in	O
75	snow	O
75	year-round	O
76	Ben	B-MOUNTAIN
76	Nevis	I-MOUNTAIN
76	has	O
76	long	O
76	been	O
76	a	O
76	symbol	O
76	of	O
76	adventure	O
76	and	O
76	exploration	O
77	Mount	B-MOUNTAIN
77	Rysy	I-MOUNTAIN
77	is	O
77	often	O
77	covered	O
77	in	O
77	snow	O
77	year-round	O
78	The	O
78	base	O
78	of	O
78	Mount	B-MOUNTAIN
78	Whitney	I-MOUNTAIN
78	stretches	O
78	across	O
78	several	O
78	regions	O
79	Zugspitze	B-MOUNTAIN
79	has	O
79	long	O
79	been	O
79	a	O
79	symbol	O
79	of	O
79	adventure	O
79	and	O
79	exploration	O
80	Mount	B-MOUNTAIN
80	Elbrus	I-MOUNTAIN
80	is	O
80	a	O
80	major	O
80	destination	O
80	for	O
80	adventurers	O
81	Mont	B-MOUNTAIN
81	Blanc	I-MOUNTAIN
81	is	O
81	the	O
81	highest	O
81	mountain	O
81	in	O
81	the	O
81	world	O
82	The	O
82	dramatic	O
82	landscape	O
82	of	O
82	Jebel	B-MOUNTAIN
82	Toubkal	I-MOUNTAIN
82	draws	O
82	visitors	O
82	from	O
82	around	O
82	the	O
82	world	O
83	Trango	B-MOUNTAIN
83	Towers	I-MOUNTAIN
83	is	O
83	a	O
83	major	O
83	destination	O
83	for	O
83	adventurers	O
84	Zugspitze	B-MOUNTAIN
84	is	O
84	the	O
84	highest	O
84	mountain	O
84	in	O
84	the	O
84	world	O
85	Reaching	O
85	the	O
85	summit	O
85	of	O
85	Mount	B-MOUNTAIN
85	McKinley	I-MOUNTAIN
85	can	O
85	take	O
85	several	O
85	days	O
86	Mount	B-MOUNTAIN
86	Elbrus	I-MOUNTAIN
86	is	O
86	often	O
86	covered	O
86	in	O
86	snow	O
86	year-round	O
87	Trango	B-MOUNTAIN
87	Towers	I-MOUNTAIN
87	is	O
87	the	O
87	highest	O
87	mountain	O
87	in	O
87	the	O
87	world	O
88	The	O
88	base	O
88	of	O
88	Monte	B-MOUNTAIN
88	Generoso	I-MOUNTAIN
88	stretches	O
88	across	O
88	several	O
88	regions	O
89	Monte	B-MOUNTAIN
89	Generoso	I-MOUNTAIN
89	is	O
89	a	O
89	popular	O
89	spot	O
89	for	O
89	trekking	O
89	and	O
89	hiking	O
90	The	O
90	rugged	O
90	terrain	O
90	of	O
90	Zugspitze	B-MOUNTAIN
90	makes	O
90	it	O
90	difficult	O
90	to	O
90	ascend	O
91	The	O
91	glaciers	O
91	around	O
91	Mount	B-MOUNTAIN
91	Daisetsu	I-MOUNTAIN
91	are	O
91	slowly	O
91	retreating	O
92	Mount	B-MOUNTAIN
92	Wilhelm	I-MOUNTAIN
92	is	O
92	a	O
92	popular	O
92	spot	O
92	for	O
92	trekking	O
92	and	O
92	hiking	O
93	Eiger	B-MOUNTAIN
93	offers	O
93	breathtaking	O
93	views	O
93	from	O
93	its	O
93	peak	O
94	Makalu	B-MOUNTAIN
94	has	O
94	long	O
94	been	O
94	a	O
94	symbol	O
94	of	O
94	adventure	O
94	and	O
94	exploration	O
95	Mount	B-MOUNTAIN
95	Olympus	I-MOUNTAIN
95	is	O
95	a	O
95	popular	O
95	spot	O
95	for	O
95	trekking	O
95	and	O
95	hiking	O
96	K2	B-MOUNTAIN
96	is	O
96	considered	O
96	the	O
96	tallest	O
96	mountain	O
96	in	O
96	its	O
96	continent	O
97	Mount	B-MOUNTAIN
97	Kilimanjaro	I-MOUNTAIN
97	is	O
97	the	O
97	highest	O
97	mountain	O
97	in	O
97	the	O
97	world	O
98	The	O
98	steep	O
98	slopes	O
98	of	O
98	Grossglockner	B-MOUNTAIN
98	are	O
98	difficult	O
98	to	O
98	navigate	O
99	Mönch	B-MOUNTAIN
99	is	O
99	often	O
99	covered	O
99	in	O
99	snow	O
99	year-round	O
100	Cotopaxi	B-MOUNTAIN
100	is	O
100	often	O
100	covered	O
100	in	O
100	snow	O
100	year-round	O
101	Standing	O
101	tall,	O
101	Weisshorn	B-MOUNTAIN
101	is	O
101	admired	O
101	for	O
101	its	O
101	natural	O
101	beauty	O
102	Jebel	B-MOUNTAIN
102	Musa	I-MOUNTAIN
102	is	O
102	a	O
102	popular	O
102	spot	O
102	for	O
102	trekking	O
102	and	O
102	hiking	O
103	Reaching	O
103	the	O
103	summit	O
103	of	O
103	Grossglockner	B-MOUNTAIN
103	can	O
103	take	O
103	several	O
103	days	O
104	Mount	B-MOUNTAIN
104	Aoraki	I-MOUNTAIN
104	is	O
104	a	O
104	popular	O
104	spot	O
104	for	O
104	trekking	O
104	and	O
104	hiking	O
105	The	O
105	glaciers	O
105	around	O
105	Mont	B-MOUNTAIN
105	Maudit	I-MOUNTAIN
105	are	O
105	slowly	O
105	retreating	O
106	The	O
106	dramatic	O
106	landscape	O
106	of	O
106	Mönch	B-MOUNTAIN
106	draws	O
106	visitors	O
106	from	O
106	around	O
106	the	O
106	world	O
107	Standing	O
107	tall,	O
107	Broad	B-MOUNTAIN
107	Peak	I-MOUNTAIN
107	is	O
107	admired	O
107	for	O
107	its	O
107	natural	O
107	beauty	O
108	Climbing	O
108	Aconcagua	B-MOUNTAIN
108	is	O
108	a	O
108	challenge	O
108	even	O
108	for	O
108	experienced	O
108	mountaineers	O
109	The	O
109	summit	O
109	of	O
109	Stromboli	B-MOUNTAIN
109	attracts	O
109	many	O
109	climbers	O
109	each	O
109	year	O
110	Local	O
110	legends	O
110	surround	O
110	the	O
110	history	O
110	of	O
110	Popocatépetl	B-MOUNTAIN
111	Many	O
111	expeditions	O
111	have	O
111	been	O
111	made	O
111	to	O
111	scale	O
111	Jebel	B-MOUNTAIN
111	Musa	I-MOUNTAIN
112	Mont	B-MOUNTAIN
112	Blanc	I-MOUNTAIN
112	is	O
112	a	O
112	major	O
112	destination	O
112	for	O
112	adventurers	O
113	Weisshorn	B-MOUNTAIN
113	has	O
113	long	O
113	been	O
113	a	O
113	symbol	O
113	of	O
113	adventure	O
113	and	O
113	exploration	O
114	Manaslu	B-MOUNTAIN
114	offers	O
114	breathtaking	O
114	views	O
114	from	O
114	its	O
114	peak	O
115	Mount	B-MOUNTAIN
115	Taranaki	I-MOUNTAIN
115	offers	O
115	breathtaking	O
115	views	O
115	from	O
115	its	O
115	peak	O
116	Cho	B-MOUNTAIN
116	Oyu	I-MOUNTAIN
116	has	O
116	a	O
116	unique	O
116	ecosystem	O
116	due	O
116	to	O
116	its	O
116	altitude	O
117	The	O
117	summit	O
117	of	O
117	Mount	B-MOUNTAIN
117	Olympus	I-MOUNTAIN
117	attracts	O
117	many	O
117	climbers	O
117	each	O
117	year	O
118	Mount	B-MOUNTAIN
118	Whitney	I-MOUNTAIN
118	has	O
118	long	O
118	been	O
118	a	O
118	symbol	O
118	of	O
118	adventure	O
118	and	O
118	exploration	O
119	The	O
119	glaciers	O
119	around	O
119	Mount	B-MOUNTAIN
119	Taranaki	I-MOUNTAIN
119	are	O
119	slowly	O
119	retreating	O
120	Mount	B-MOUNTAIN
120	Elbrus	I-MOUNTAIN
120	is	O
120	a	O
120	major	O
120	destination	O
120	for	O
120	adventurers	O
121	Masherbrum	B-MOUNTAIN
121	is	O
121	a	O
121	popular	O
121	spot	O
121	for	O
121	trekking	O
121	and	O
121	hiking	O
122	The	O
122	rugged	O
122	terrain	O
122	of	O
122	Pyrenees	B-MOUNTAIN
122	makes	O
122	it	O
122	difficult	O
122	to	O
122	ascend	O
123	Dhaulagiri	B-MOUNTAIN
123	is	O
123	considered	O
123	the	O
123	tallest	O
123	mountain	O
123	in	O
123	its	O
123	continent	O
124	Mount	B-MOUNTAIN
124	Aoraki	I-MOUNTAIN
124	has	O
124	a	O
124	unique	O
124	ecosystem	O
124	due	O
124	to	O
124	its	O
124	altitude	O
125	Broad	B-MOUNTAIN
125	Peak	I-MOUNTAIN
125	has	O
125	a	O
125	unique	O
125	ecosystem	O
125	due	O
125	to	O
125	its	O
125	altitude	O
126	The	O
126	rugged	O
126	terrain	O
126	of	O
126	Ben	B-MOUNTAIN
126	Nevis	I-MOUNTAIN
126	makes	O
126	it	O
126	difficult	O
126	to	O
126	ascend	O
127	Many	O
127	expeditions	O
127	have	O
127	been	O
127	made	O
127	to	O
127	scale	O
127	Makalu	B-MOUNTAIN
128	The	O
128	steep	O
128	slopes	O
128	of	O
128	Iztaccihuatl	B-MOUNTAIN
128	are	O
128	difficult	O
128	to	O
128	navigate	O
129	The	O
129	base	O
129	of	O
129	Mount	B-MOUNTAIN
129	Tate	I-MOUNTAIN
129	stretches	O
129	across	O
129	several	O
129	regions	O
130	Mount	B-MOUNTAIN
130	Asama	I-MOUNTAIN
130	is	O
130	a	O
130	popular	O
130	spot	O
130	for	O
130	trekking	O
130	and	O
130	hiking	O
131	The	O
131	steep	O
131	slopes	O
131	of	O
131	Annapurna	B-MOUNTAIN
131	are	O
131	difficult	O
131	to	O
131	navigate	O
132	Climbing	O
132	Mount	B-MOUNTAIN
132	Asama	I-MOUNTAIN
132	is	O
132	a	O
132	challenge	O
132	even	O
132	for	O
132	experienced	O
132	mountaineers	O
133	Liskamm	B-MOUNTAIN
133	is	O
133	the	O
133	highest	O
133	mountain	O
133	in	O
133	the	O
133	world	O
134	The	O
134	base	O
134	of	O
134	Jungfrau	B-MOUNTAIN
134	stretches	O
134	across	O
134	several	O
134	regions	O
135	Cotopaxi	B-MOUNTAIN
135	is	O
135	considered	O
135	the	O
135	tallest	O
135	mountain	O
135	in	O
135	its	O
135	continent	O
136	Many	O
136	expeditions	O
136	have	O
136	been	O
136	made	O
136	to	O
136	scale	O
136	Mount	B-MOUNTAIN
136	Adams	I-MOUNTAIN
137	Reaching	O
137	the	O
137	summit	O
137	of	O
137	Pyrenees	B-MOUNTAIN
137	can	O
137	take	O
137	several	O
137	days	O
138	The	O
138	base	O
138	of	O
138	Mount	B-MOUNTAIN
138	Baker	I-MOUNTAIN
138	stretches	O
138	across	O
138	several	O
138	regions	O
139	Mount	B-MOUNTAIN
139	Taranaki	I-MOUNTAIN
139	has	O
139	a	O
139	unique	O
139	ecosystem	O
139	due	O
139	to	O
139	its	O
139	altitude	O
140	The	O
140	rugged	O
140	terrain	O
140	of	O
140	Mount	B-MOUNTAIN
140	Rainer	I-MOUNTAIN
140	makes	O
140	it	O
140	difficult	O
140	to	O
140	ascend	O
141	Mount	B-MOUNTAIN
141	Shasta	I-MOUNTAIN
141	has	O
141	long	O
141	been	O
141	a	O
141	symbol	O
141	of	O
141	adventure	O
141	and	O
141	exploration	O
142	The	O
142	glaciers	O
142	around	O
142	Jebel	B-MOUNTAIN
142	Toubkal	I-MOUNTAIN
142	are	O
142	slowly	O
142	retreating	O
143	The	O
143	dramatic	O
143	landscape	O
143	of	O
143	Mount	B-MOUNTAIN
143	St.	I-MOUNTAIN
143	Helens	I-MOUNTAIN
143	draws	O
143	visitors	O
143	from	O
143	around	O
143	the	O
143	world	O
144	Climbing	O
144	Mount	B-MOUNTAIN
144	Ruapehu	I-MOUNTAIN
144	is	O
144	a	O
144	challenge	O
144	even	O
144	for	O
144	experienced	O
144	mountaineers	O
145	Gasherbrum	B-MOUNTAIN
145	I	I-MOUNTAIN
145	has	O
145	long	O
145	been	O
145	a	O
145	symbol	O
145	of	O
145	adventure	O
145	and	O
145	exploration	O
146	The	O
146	rugged	O
146	terrain	O
146	of	O
146	Matterhorn	B-MOUNTAIN
146	makes	O
146	it	O
146	difficult	O
146	to	O
146	ascend	O
147	The	O
147	dramatic	O
147	landscape	O
147	of	O
147	Gasherbrum	B-MOUNTAIN
147	I	I-MOUNTAIN
147	draws	O
147	visitors	O
147	from	O
147	around	O
147	the	O
147	world	O
148	Pyrenees	B-MOUNTAIN
148	has	O
148	long	O
148	been	O
148	a	O
148	symbol	O
148	of	O
148	adventure	O
148	and	O
148	exploration	O
149	Monte	B-MOUNTAIN
149	Rosa	I-MOUNTAIN
149	is	O
149	a	O
149	popular	O
149	spot	O
149	for	O
149	trekking	O
149	and	O
149	hiking	O
150	Pico	B-MOUNTAIN
150	Bolivar	I-MOUNTAIN
150	is	O
150	a	O
150	major	O
150	destination	O
150	for	O
150	adventurers	O
151	Standing	O
151	tall,	O
151	Atlas	B-MOUNTAIN
151	Mountains	I-MOUNTAIN
151	is	O
151	admired	O
151	for	O
151	its	O
151	natural	O
151	beauty	O
152	Pyrenees	B-MOUNTAIN
152	is	O
152	considered	O
152	the	O
152	tallest	O
152	mountain	O
152	in	O
152	its	O
152	continent	O
153	Mount	B-MOUNTAIN
153	Olympus	I-MOUNTAIN
153	challenges	O
153	climbers	O
153	with	O
153	its	O
153	unpredictable	O
153	weather	O
154	Standing	O
